del_date,he,system_demand
2021-01-13T00:00:00.000Z,9,10620
2021-01-13T00:00:00.000Z,10,10627
2021-01-13T00:00:00.000Z,11,10673
2021-01-13T00:00:00.000Z,12,10712
2021-01-13T00:00:00.000Z,13,10747
2021-01-13T00:00:00.000Z,14,10741
2021-01-13T00:00:00.000Z,15,10673
2021-01-13T00:00:00.000Z,16,10746
2021-01-13T00:00:00.000Z,17,10872
2021-01-13T00:00:00.000Z,18,10970
2021-01-13T00:00:00.000Z,19,10783
2021-01-13T00:00:00.000Z,20,10589
2021-01-13T00:00:00.000Z,21,10414
2021-01-13T00:00:00.000Z,22,10188
2021-01-13T00:00:00.000Z,23,9878
2021-01-13T00:00:00.000Z,24,9627
2021-01-14T00:00:00.000Z,1,9475
2021-01-14T00:00:00.000Z,2,9378
2021-01-14T00:00:00.000Z,3,9327
2021-01-14T00:00:00.000Z,4,9325
2021-01-14T00:00:00.000Z,5,9368
2021-01-14T00:00:00.000Z,6,9553
2021-01-14T00:00:00.000Z,7,9888
2021-01-14T00:00:00.000Z,8,10363
2021-01-14T00:00:00.000Z,9,10608
2021-01-14T00:00:00.000Z,10,10567
2021-01-14T00:00:00.000Z,11,10564
2021-01-14T00:00:00.000Z,12,10532
2021-01-14T00:00:00.000Z,13,10472
2021-01-14T00:00:00.000Z,14,10407
2021-01-14T00:00:00.000Z,15,10379
2021-01-14T00:00:00.000Z,16,10418
2021-01-14T00:00:00.000Z,17,10654
2021-01-14T00:00:00.000Z,18,10866
2021-01-14T00:00:00.000Z,19,10780
2021-01-14T00:00:00.000Z,20,10759
2021-01-14T00:00:00.000Z,21,10634
2021-01-14T00:00:00.000Z,22,10388
2021-01-14T00:00:00.000Z,23,10081
2021-01-14T00:00:00.000Z,24,9828
2021-01-15T00:00:00.000Z,1,9638
2021-01-15T00:00:00.000Z,2,9547
2021-01-15T00:00:00.000Z,3,9459
2021-01-15T00:00:00.000Z,4,9432
2021-01-15T00:00:00.000Z,5,9459
2021-01-15T00:00:00.000Z,6,9582
2021-01-15T00:00:00.000Z,7,9893
2021-01-15T00:00:00.000Z,8,10315
2021-01-15T00:00:00.000Z,9,10590
2021-01-15T00:00:00.000Z,10,10619
2021-01-15T00:00:00.000Z,11,10671
2021-01-15T00:00:00.000Z,12,10594
2021-01-15T00:00:00.000Z,13,10575
2021-01-15T00:00:00.000Z,14,10522
2021-01-15T00:00:00.000Z,15,10428
2021-01-15T00:00:00.000Z,16,10389
2021-01-15T00:00:00.000Z,17,10561
2021-01-15T00:00:00.000Z,18,10831
2021-01-15T00:00:00.000Z,19,10695
2021-01-15T00:00:00.000Z,20,10472
2021-01-15T00:00:00.000Z,21,10314
2021-01-15T00:00:00.000Z,22,10157
2021-01-15T00:00:00.000Z,23,9935
2021-01-15T00:00:00.000Z,24,9595
2021-01-16T00:00:00.000Z,1,9352
2021-01-16T00:00:00.000Z,2,9216
2021-01-16T00:00:00.000Z,3,9173
2021-01-16T00:00:00.000Z,4,9176
2021-01-16T00:00:00.000Z,5,9167
2021-01-16T00:00:00.000Z,6,9235
2021-01-16T00:00:00.000Z,7,9348
2021-01-16T00:00:00.000Z,8,9553
2021-01-16T00:00:00.000Z,9,9775
2021-01-16T00:00:00.000Z,10,9833
2021-01-16T00:00:00.000Z,11,9908
2021-01-16T00:00:00.000Z,12,9995
2021-01-16T00:00:00.000Z,13,10011
2021-01-16T00:00:00.000Z,14,9974
2021-01-16T00:00:00.000Z,15,9955
2021-01-16T00:00:00.000Z,16,10030
2021-01-16T00:00:00.000Z,17,10187
2021-01-16T00:00:00.000Z,18,10587
2021-01-16T00:00:00.000Z,19,10498
2021-01-16T00:00:00.000Z,20,10336
2021-01-16T00:00:00.000Z,21,10164
2021-01-16T00:00:00.000Z,22,9996
2021-01-16T00:00:00.000Z,23,9740
2021-01-16T00:00:00.000Z,24,9525
2021-01-17T00:00:00.000Z,1,9373
2021-01-17T00:00:00.000Z,2,9278
2021-01-17T00:00:00.000Z,3,9226
2021-01-17T00:00:00.000Z,4,9229
2021-01-17T00:00:00.000Z,5,9258
2021-01-17T00:00:00.000Z,6,9343
2021-01-17T00:00:00.000Z,7,9471
2021-01-17T00:00:00.000Z,8,9662
2021-01-17T00:00:00.000Z,9,9898
2021-01-17T00:00:00.000Z,10,10011
2021-01-17T00:00:00.000Z,11,10148
2021-01-17T00:00:00.000Z,12,10261
2021-01-17T00:00:00.000Z,13,10254
2021-01-17T00:00:00.000Z,14,10244
2021-01-17T00:00:00.000Z,15,10245
2021-01-17T00:00:00.000Z,16,10265
2021-01-17T00:00:00.000Z,17,10481
2021-01-17T00:00:00.000Z,18,10818
2021-01-17T00:00:00.000Z,19,10656
2021-01-17T00:00:00.000Z,20,10515
2021-01-17T00:00:00.000Z,21,10366
2021-01-17T00:00:00.000Z,22,10107
2021-01-17T00:00:00.000Z,23,9840
2021-01-17T00:00:00.000Z,24,9571
2021-01-18T00:00:00.000Z,1,9350
2021-01-18T00:00:00.000Z,2,9268
2021-01-18T00:00:00.000Z,3,9194
2021-01-18T00:00:00.000Z,4,9194
2021-01-18T00:00:00.000Z,5,9290
2021-01-18T00:00:00.000Z,6,9463
2021-01-18T00:00:00.000Z,7,9771
2021-01-18T00:00:00.000Z,8,10218
2021-01-18T00:00:00.000Z,9,10474
2021-01-18T00:00:00.000Z,10,10447
2021-01-18T00:00:00.000Z,11,10531
2021-01-18T00:00:00.000Z,12,10640
2021-01-18T00:00:00.000Z,13,10671
2021-01-18T00:00:00.000Z,14,10624
2021-01-18T00:00:00.000Z,15,10621
2021-01-18T00:00:00.000Z,16,10621
2021-01-18T00:00:00.000Z,17,10761
2021-01-18T00:00:00.000Z,18,10981
2021-01-18T00:00:00.000Z,19,10831
2021-01-18T00:00:00.000Z,20,10728
2021-01-18T00:00:00.000Z,21,10546
2021-01-18T00:00:00.000Z,22,10321
2021-01-18T00:00:00.000Z,23,10047
2021-01-18T00:00:00.000Z,24,9814
2021-01-19T00:00:00.000Z,1,9638
2021-01-19T00:00:00.000Z,2,9582
2021-01-19T00:00:00.000Z,3,9551
2021-01-19T00:00:00.000Z,4,9569
2021-01-19T00:00:00.000Z,5,9603
2021-01-19T00:00:00.000Z,6,9747
2021-01-19T00:00:00.000Z,7,10093
2021-01-19T00:00:00.000Z,8,10538
2021-01-19T00:00:00.000Z,9,10673
2021-01-19T00:00:00.000Z,10,10652
2021-01-19T00:00:00.000Z,11,10680
2021-01-19T00:00:00.000Z,12,10719
2021-01-19T00:00:00.000Z,13,10715
2021-01-19T00:00:00.000Z,14,10655
2021-01-19T00:00:00.000Z,15,10605
2021-01-19T00:00:00.000Z,16,10582
2021-01-19T00:00:00.000Z,17,10658
2021-01-19T00:00:00.000Z,18,10817
2021-01-19T00:00:00.000Z,19,10655
2021-01-19T00:00:00.000Z,20,10477
2021-01-19T00:00:00.000Z,21,10117
2021-01-19T00:00:00.000Z,22,9860
2021-01-19T00:00:00.000Z,23,9639
2021-01-19T00:00:00.000Z,24,9461
2021-01-20T00:00:00.000Z,1,9424
2021-01-20T00:00:00.000Z,2,9326
2021-01-20T00:00:00.000Z,3,9172
2021-01-20T00:00:00.000Z,4,9186
2021-01-20T00:00:00.000Z,5,9265
2021-01-20T00:00:00.000Z,6,9449
2021-01-20T00:00:00.000Z,7,9816
2021-01-20T00:00:00.000Z,8,10307
2021-01-20T00:00:00.000Z,9,10521
2021-01-20T00:00:00.000Z,10,10527
2021-01-20T00:00:00.000Z,11,10558
2021-01-20T00:00:00.000Z,12,10636
2021-01-20T00:00:00.000Z,13,10618
2021-01-20T00:00:00.000Z,14,10590
2021-01-20T00:00:00.000Z,15,10545
2021-01-20T00:00:00.000Z,16,10612
2021-01-20T00:00:00.000Z,17,10746
2021-01-20T00:00:00.000Z,18,10991
2021-01-20T00:00:00.000Z,19,10899
2021-01-20T00:00:00.000Z,20,10738
2021-01-20T00:00:00.000Z,21,10626
2021-01-20T00:00:00.000Z,22,10406
2021-01-20T00:00:00.000Z,23,10117
2021-01-20T00:00:00.000Z,24,9881
2021-01-21T00:00:00.000Z,1,9700
2021-01-21T00:00:00.000Z,2,9605
2021-01-21T00:00:00.000Z,3,9521
2021-01-21T00:00:00.000Z,4,9503
2021-01-21T00:00:00.000Z,5,9528
2021-01-21T00:00:00.000Z,6,9571
2021-01-21T00:00:00.000Z,7,9901
2021-01-21T00:00:00.000Z,8,10363
2021-01-21T00:00:00.000Z,9,10567
2021-01-21T00:00:00.000Z,10,10584
2021-01-21T00:00:00.000Z,11,10591
2021-01-21T00:00:00.000Z,12,10602
2021-01-21T00:00:00.000Z,13,10626
2021-01-21T00:00:00.000Z,14,10589
2021-01-21T00:00:00.000Z,15,10619
2021-01-21T00:00:00.000Z,16,10619
2021-01-21T00:00:00.000Z,17,10707
2021-01-21T00:00:00.000Z,18,10827
2021-01-21T00:00:00.000Z,19,10804
2021-01-21T00:00:00.000Z,20,10664
2021-01-21T00:00:00.000Z,21,10474
2021-01-21T00:00:00.000Z,22,10249
2021-01-21T00:00:00.000Z,23,9977
2021-01-21T00:00:00.000Z,24,9725
2021-01-22T00:00:00.000Z,1,9577
2021-01-22T00:00:00.000Z,2,9516
2021-01-22T00:00:00.000Z,3,9465
2021-01-22T00:00:00.000Z,4,9477
2021-01-22T00:00:00.000Z,5,9500
2021-01-22T00:00:00.000Z,6,9655
2021-01-22T00:00:00.000Z,7,9967
2021-01-22T00:00:00.000Z,8,10450
2021-01-22T00:00:00.000Z,9,10713
2021-01-22T00:00:00.000Z,10,10682
2021-01-22T00:00:00.000Z,11,10662
2021-01-22T00:00:00.000Z,12,10663
2021-01-22T00:00:00.000Z,13,10604
2021-01-22T00:00:00.000Z,14,10596
2021-01-22T00:00:00.000Z,15,10561
2021-01-22T00:00:00.000Z,16,10604
2021-01-22T00:00:00.000Z,17,10768
2021-01-22T00:00:00.000Z,18,10996
2021-01-22T00:00:00.000Z,19,10943
2021-01-22T00:00:00.000Z,20,10769
2021-01-22T00:00:00.000Z,21,10609
2021-01-22T00:00:00.000Z,22,10451
2021-01-22T00:00:00.000Z,23,10210
2021-01-22T00:00:00.000Z,24,9959
2021-01-23T00:00:00.000Z,1,9818
2021-01-23T00:00:00.000Z,2,9704
2021-01-23T00:00:00.000Z,3,9661
2021-01-23T00:00:00.000Z,4,9650
2021-01-23T00:00:00.000Z,5,9657
2021-01-23T00:00:00.000Z,6,9722
2021-01-23T00:00:00.000Z,7,9867
2021-01-23T00:00:00.000Z,8,10103
2021-01-23T00:00:00.000Z,9,10331
2021-01-23T00:00:00.000Z,10,10505
2021-01-23T00:00:00.000Z,11,10705
2021-01-23T00:00:00.000Z,12,10761
2021-01-23T00:00:00.000Z,13,10737
2021-01-23T00:00:00.000Z,14,10638
2021-01-23T00:00:00.000Z,15,10608
2021-01-23T00:00:00.000Z,16,10634
2021-01-23T00:00:00.000Z,17,10813
2021-01-23T00:00:00.000Z,18,11147
2021-01-23T00:00:00.000Z,19,11086
2021-01-23T00:00:00.000Z,20,10946
2021-01-23T00:00:00.000Z,21,10807
2021-01-23T00:00:00.000Z,22,10705
2021-01-23T00:00:00.000Z,23,10504
2021-01-23T00:00:00.000Z,24,10258
2021-01-24T00:00:00.000Z,1,10075
2021-01-24T00:00:00.000Z,2,9962
2021-01-24T00:00:00.000Z,3,9931
2021-01-24T00:00:00.000Z,4,9931
2021-01-24T00:00:00.000Z,5,9956
2021-01-24T00:00:00.000Z,6,10012
2021-01-24T00:00:00.000Z,7,10111
2021-01-24T00:00:00.000Z,8,10314
2021-01-24T00:00:00.000Z,9,10493
2021-01-24T00:00:00.000Z,10,10602
2021-01-24T00:00:00.000Z,11,10751
2021-01-24T00:00:00.000Z,12,10838
2021-01-24T00:00:00.000Z,13,10866
2021-01-24T00:00:00.000Z,14,10821
2021-01-24T00:00:00.000Z,15,10829
2021-01-24T00:00:00.000Z,16,10891
2021-01-24T00:00:00.000Z,17,10880
2021-01-24T00:00:00.000Z,18,11173
2021-01-24T00:00:00.000Z,19,11110
2021-01-24T00:00:00.000Z,20,10933
2021-01-24T00:00:00.000Z,21,10794
2021-01-24T00:00:00.000Z,22,10712
2021-01-24T00:00:00.000Z,23,10498
2021-01-24T00:00:00.000Z,24,10270
2021-01-25T00:00:00.000Z,1,10145
2021-01-25T00:00:00.000Z,2,10074
2021-01-25T00:00:00.000Z,3,10041
2021-01-25T00:00:00.000Z,4,10041
2021-01-25T00:00:00.000Z,5,10057
2021-01-25T00:00:00.000Z,6,10202
2021-01-25T00:00:00.000Z,7,10588
2021-01-25T00:00:00.000Z,8,10965
2021-01-25T00:00:00.000Z,9,10993
2021-01-25T00:00:00.000Z,10,11026
2021-01-25T00:00:00.000Z,11,11088
2021-01-25T00:00:00.000Z,12,11179
2021-01-25T00:00:00.000Z,13,11131
2021-01-25T00:00:00.000Z,14,11060
2021-01-25T00:00:00.000Z,15,11054
2021-01-25T00:00:00.000Z,16,11024
2021-01-25T00:00:00.000Z,17,11156
2021-01-25T00:00:00.000Z,18,11401
2021-01-25T00:00:00.000Z,19,11177
2021-01-25T00:00:00.000Z,20,10986
2021-01-25T00:00:00.000Z,21,10914
2021-01-25T00:00:00.000Z,22,10873
2021-01-25T00:00:00.000Z,23,10601
2021-01-25T00:00:00.000Z,24,10349
2021-01-26T00:00:00.000Z,1,10211
2021-01-26T00:00:00.000Z,2,10144
2021-01-26T00:00:00.000Z,3,10076
2021-01-26T00:00:00.000Z,4,10058
2021-01-26T00:00:00.000Z,5,10082
2021-01-26T00:00:00.000Z,6,10170
2021-01-26T00:00:00.000Z,7,10499
2021-01-26T00:00:00.000Z,8,10971
2021-01-26T00:00:00.000Z,9,11227
2021-01-26T00:00:00.000Z,10,11269
2021-01-26T00:00:00.000Z,11,11292
2021-01-26T00:00:00.000Z,12,11317
2021-01-26T00:00:00.000Z,13,11283
2021-01-26T00:00:00.000Z,14,11238
2021-01-26T00:00:00.000Z,15,11134
2021-01-26T00:00:00.000Z,16,11103
2021-01-26T00:00:00.000Z,17,11125
2021-01-26T00:00:00.000Z,18,11319
2021-01-26T00:00:00.000Z,19,11179
2021-01-26T00:00:00.000Z,20,10973
2021-01-26T00:00:00.000Z,21,10941
2021-01-26T00:00:00.000Z,22,10783
2021-01-26T00:00:00.000Z,23,10503
2021-01-26T00:00:00.000Z,24,10266
2021-01-27T00:00:00.000Z,1,10157
2021-01-27T00:00:00.000Z,2,10061
2021-01-27T00:00:00.000Z,3,9988
2021-01-27T00:00:00.000Z,4,9977
2021-01-27T00:00:00.000Z,5,9996
2021-01-27T00:00:00.000Z,6,10149
2021-01-27T00:00:00.000Z,7,10478
2021-01-27T00:00:00.000Z,8,10913
2021-01-27T00:00:00.000Z,9,11144
2021-01-27T00:00:00.000Z,10,11180
2021-01-27T00:00:00.000Z,11,11239
2021-01-27T00:00:00.000Z,12,11205
2021-01-27T00:00:00.000Z,13,11127
2021-01-27T00:00:00.000Z,14,11024
2021-01-27T00:00:00.000Z,15,10995
2021-01-27T00:00:00.000Z,16,10945
2021-01-27T00:00:00.000Z,17,11033
2021-01-27T00:00:00.000Z,18,11291
2021-01-27T00:00:00.000Z,19,11180
2021-01-27T00:00:00.000Z,20,10997
2021-01-27T00:00:00.000Z,21,10956
2021-01-27T00:00:00.000Z,22,10808
2021-01-27T00:00:00.000Z,23,10597
2021-01-27T00:00:00.000Z,24,10377
2021-01-28T00:00:00.000Z,1,10219
2021-01-28T00:00:00.000Z,2,10126
2021-01-28T00:00:00.000Z,3,10091
2021-01-28T00:00:00.000Z,4,10067
2021-01-28T00:00:00.000Z,5,10125
2021-01-28T00:00:00.000Z,6,10253
2021-01-28T00:00:00.000Z,7,10488
2021-01-28T00:00:00.000Z,8,10835
2021-01-28T00:00:00.000Z,9,10955
2021-01-28T00:00:00.000Z,10,10945
2021-01-28T00:00:00.000Z,11,10940
2021-01-28T00:00:00.000Z,12,11053
2021-01-28T00:00:00.000Z,13,10934
2021-01-28T00:00:00.000Z,14,10927
2021-01-28T00:00:00.000Z,15,10947
2021-01-28T00:00:00.000Z,16,10973
2021-01-28T00:00:00.000Z,17,11170
2021-01-28T00:00:00.000Z,18,11309
2021-01-28T00:00:00.000Z,19,11226
2021-01-28T00:00:00.000Z,20,11084
2021-01-28T00:00:00.000Z,21,10942
2021-01-28T00:00:00.000Z,22,10745
2021-01-28T00:00:00.000Z,23,10505
2021-01-28T00:00:00.000Z,24,10281
2021-01-29T00:00:00.000Z,1,10115
2021-01-29T00:00:00.000Z,2,10102
2021-01-29T00:00:00.000Z,3,10092
2021-01-29T00:00:00.000Z,4,10097
2021-01-29T00:00:00.000Z,5,10065
2021-01-29T00:00:00.000Z,6,10185
2021-01-29T00:00:00.000Z,7,10360
2021-01-29T00:00:00.000Z,8,10684
2021-01-29T00:00:00.000Z,9,10809
2021-01-29T00:00:00.000Z,10,10841
2021-01-29T00:00:00.000Z,11,10830
2021-01-29T00:00:00.000Z,12,10805
2021-01-29T00:00:00.000Z,13,10715
2021-01-29T00:00:00.000Z,14,10660
2021-01-29T00:00:00.000Z,15,10664
2021-01-29T00:00:00.000Z,16,10732
2021-01-29T00:00:00.000Z,17,10846
2021-01-29T00:00:00.000Z,18,11167
2021-01-29T00:00:00.000Z,19,11170
2021-01-29T00:00:00.000Z,20,11091
2021-01-29T00:00:00.000Z,21,10940
2021-01-29T00:00:00.000Z,22,10736
2021-01-29T00:00:00.000Z,23,10497
2021-01-29T00:00:00.000Z,24,10304
2021-01-30T00:00:00.000Z,1,10125
2021-01-30T00:00:00.000Z,2,10073
2021-01-30T00:00:00.000Z,3,10032
2021-01-30T00:00:00.000Z,4,10059
2021-01-30T00:00:00.000Z,5,10067
2021-01-30T00:00:00.000Z,6,10112
2021-01-30T00:00:00.000Z,7,10184
2021-01-30T00:00:00.000Z,8,10380
2021-01-30T00:00:00.000Z,9,10459
2021-01-30T00:00:00.000Z,10,10627
2021-01-30T00:00:00.000Z,11,10684
2021-01-30T00:00:00.000Z,12,10733
2021-01-30T00:00:00.000Z,13,10679
2021-01-30T00:00:00.000Z,14,10595
2021-01-30T00:00:00.000Z,15,10508
2021-01-30T00:00:00.000Z,16,10502
2021-01-30T00:00:00.000Z,17,10636
2021-01-30T00:00:00.000Z,18,11042
2021-01-30T00:00:00.000Z,19,11075
2021-01-30T00:00:00.000Z,20,10916
2021-01-30T00:00:00.000Z,21,10783
2021-01-30T00:00:00.000Z,22,10659
2021-01-30T00:00:00.000Z,23,10450
2021-01-30T00:00:00.000Z,24,10223
2021-01-31T00:00:00.000Z,1,10007
2021-01-31T00:00:00.000Z,2,9898
2021-01-31T00:00:00.000Z,3,9854
2021-01-31T00:00:00.000Z,4,9865
2021-01-31T00:00:00.000Z,5,9874
2021-01-31T00:00:00.000Z,6,9920
2021-01-31T00:00:00.000Z,7,10002
2021-01-31T00:00:00.000Z,8,10210
2021-01-31T00:00:00.000Z,9,10381
2021-01-31T00:00:00.000Z,10,10548
2021-01-31T00:00:00.000Z,11,10644
2021-01-31T00:00:00.000Z,12,10624
2021-01-31T00:00:00.000Z,13,10607
2021-01-31T00:00:00.000Z,14,10528
2021-01-31T00:00:00.000Z,15,10517
2021-01-31T00:00:00.000Z,16,10581
2021-01-31T00:00:00.000Z,17,10735
2021-01-31T00:00:00.000Z,18,11068
2021-01-31T00:00:00.000Z,19,11086
2021-01-31T00:00:00.000Z,20,10933
2021-01-31T00:00:00.000Z,21,10769
2021-01-31T00:00:00.000Z,22,10564
2021-01-31T00:00:00.000Z,23,10267
2021-01-31T00:00:00.000Z,24,10016
2021-02-01T00:00:00.000Z,1,9848
2021-02-01T00:00:00.000Z,2,9763
2021-02-01T00:00:00.000Z,3,9764
2021-02-01T00:00:00.000Z,4,9666
2021-02-01T00:00:00.000Z,5,9730
2021-02-01T00:00:00.000Z,6,9894
2021-02-01T00:00:00.000Z,7,10238
2021-02-01T00:00:00.000Z,8,10698
2021-02-01T00:00:00.000Z,9,10903
2021-02-01T00:00:00.000Z,10,10907
2021-02-01T00:00:00.000Z,11,10913
2021-02-01T00:00:00.000Z,12,10896
2021-02-01T00:00:00.000Z,13,10842
2021-02-01T00:00:00.000Z,14,10839
2021-02-01T00:00:00.000Z,15,10816
2021-02-01T00:00:00.000Z,16,10817
2021-02-01T00:00:00.000Z,17,10948
2021-02-01T00:00:00.000Z,18,11164
2021-02-01T00:00:00.000Z,19,11117
2021-02-01T00:00:00.000Z,20,10939
2021-02-01T00:00:00.000Z,21,10761
2021-02-01T00:00:00.000Z,22,10578
2021-02-01T00:00:00.000Z,23,10308
2021-02-01T00:00:00.000Z,24,10011
2021-02-02T00:00:00.000Z,1,9897
2021-02-02T00:00:00.000Z,2,9831
2021-02-02T00:00:00.000Z,3,9778
2021-02-02T00:00:00.000Z,4,9744
2021-02-02T00:00:00.000Z,5,9845
2021-02-02T00:00:00.000Z,6,10052
2021-02-02T00:00:00.000Z,7,10368
2021-02-02T00:00:00.000Z,8,10845
2021-02-02T00:00:00.000Z,9,10997
2021-02-02T00:00:00.000Z,10,11065
2021-02-02T00:00:00.000Z,11,11115
2021-02-02T00:00:00.000Z,12,11134
2021-02-02T00:00:00.000Z,13,11129
2021-02-02T00:00:00.000Z,14,11095
2021-02-02T00:00:00.000Z,15,11028
2021-02-02T00:00:00.000Z,16,11055
2021-02-02T00:00:00.000Z,17,11147
2021-02-02T00:00:00.000Z,18,11261
2021-02-02T00:00:00.000Z,19,11149
2021-02-02T00:00:00.000Z,20,11047
2021-02-02T00:00:00.000Z,21,10904
2021-02-02T00:00:00.000Z,22,10696
2021-02-02T00:00:00.000Z,23,10463
2021-02-02T00:00:00.000Z,24,10221
2021-02-03T00:00:00.000Z,1,10035
2021-02-03T00:00:00.000Z,2,9947
2021-02-03T00:00:00.000Z,3,9872
2021-02-03T00:00:00.000Z,4,9845
2021-02-03T00:00:00.000Z,5,9916
2021-02-03T00:00:00.000Z,6,9992
2021-02-03T00:00:00.000Z,7,10316
2021-02-03T00:00:00.000Z,8,10728
2021-02-03T00:00:00.000Z,9,10789
2021-02-03T00:00:00.000Z,10,10973
2021-02-03T00:00:00.000Z,11,10961
2021-02-03T00:00:00.000Z,12,10907
2021-02-03T00:00:00.000Z,13,10813
2021-02-03T00:00:00.000Z,14,10831
2021-02-03T00:00:00.000Z,15,10726
2021-02-03T00:00:00.000Z,16,10791
2021-02-03T00:00:00.000Z,17,10854
2021-02-03T00:00:00.000Z,18,11045
2021-02-03T00:00:00.000Z,19,11005
2021-02-03T00:00:00.000Z,20,10961
2021-02-03T00:00:00.000Z,21,10887
2021-02-03T00:00:00.000Z,22,10725
2021-02-03T00:00:00.000Z,23,10524
2021-02-03T00:00:00.000Z,24,10261
2021-02-04T00:00:00.000Z,1,10078
2021-02-04T00:00:00.000Z,2,10009
2021-02-04T00:00:00.000Z,3,9946
2021-02-04T00:00:00.000Z,4,9936
2021-02-04T00:00:00.000Z,5,10007
2021-02-04T00:00:00.000Z,6,10130
2021-02-04T00:00:00.000Z,7,10470
2021-02-04T00:00:00.000Z,8,10941
2021-02-04T00:00:00.000Z,9,11130
2021-02-04T00:00:00.000Z,10,11198
2021-02-04T00:00:00.000Z,11,11203
2021-02-04T00:00:00.000Z,12,11182
2021-02-04T00:00:00.000Z,13,11163
2021-02-04T00:00:00.000Z,14,11061
2021-02-04T00:00:00.000Z,15,11001
2021-02-04T00:00:00.000Z,16,11054
2021-02-04T00:00:00.000Z,17,11136
2021-02-04T00:00:00.000Z,18,11332
2021-02-04T00:00:00.000Z,19,11303
2021-02-04T00:00:00.000Z,20,11165
2021-02-04T00:00:00.000Z,21,11057
2021-02-04T00:00:00.000Z,22,10860
2021-02-04T00:00:00.000Z,23,10590
2021-02-04T00:00:00.000Z,24,10334
2021-02-05T00:00:00.000Z,1,10177
2021-02-05T00:00:00.000Z,2,10106
2021-02-05T00:00:00.000Z,3,10070
2021-02-05T00:00:00.000Z,4,10026
2021-02-05T00:00:00.000Z,5,10049
2021-02-05T00:00:00.000Z,6,10174
2021-02-05T00:00:00.000Z,7,10515
2021-02-05T00:00:00.000Z,8,10962
2021-02-05T00:00:00.000Z,9,11146
2021-02-05T00:00:00.000Z,10,11240
2021-02-05T00:00:00.000Z,11,11329
2021-02-05T00:00:00.000Z,12,11329
2021-02-05T00:00:00.000Z,13,11335
2021-02-05T00:00:00.000Z,14,11278
2021-02-05T00:00:00.000Z,15,11227
2021-02-05T00:00:00.000Z,16,11214
2021-02-05T00:00:00.000Z,17,11248
2021-02-05T00:00:00.000Z,18,11377
2021-02-05T00:00:00.000Z,19,11400
2021-02-05T00:00:00.000Z,20,11298
2021-02-05T00:00:00.000Z,21,11178
2021-02-05T00:00:00.000Z,22,11018
2021-02-05T00:00:00.000Z,23,10811
2021-02-05T00:00:00.000Z,24,10605
2021-02-06T00:00:00.000Z,1,10451
2021-02-06T00:00:00.000Z,2,10337
2021-02-06T00:00:00.000Z,3,10241
2021-02-06T00:00:00.000Z,4,10248
2021-02-06T00:00:00.000Z,5,10255
2021-02-06T00:00:00.000Z,6,10339
2021-02-06T00:00:00.000Z,7,10443
2021-02-06T00:00:00.000Z,8,10646
2021-02-06T00:00:00.000Z,9,10834
2021-02-06T00:00:00.000Z,10,11039
2021-02-06T00:00:00.000Z,11,11157
2021-02-06T00:00:00.000Z,12,11170
2021-02-06T00:00:00.000Z,13,11265
2021-02-06T00:00:00.000Z,14,11261
2021-02-06T00:00:00.000Z,15,11227
2021-02-06T00:00:00.000Z,16,11221
2021-02-06T00:00:00.000Z,17,11227
2021-02-06T00:00:00.000Z,18,11431
2021-02-06T00:00:00.000Z,19,11500
2021-02-06T00:00:00.000Z,20,11326
2021-02-06T00:00:00.000Z,21,11235
2021-02-06T00:00:00.000Z,22,11181
2021-02-06T00:00:00.000Z,23,11030
2021-02-06T00:00:00.000Z,24,10807
2021-02-07T00:00:00.000Z,1,10607
2021-02-07T00:00:00.000Z,2,10485
2021-02-07T00:00:00.000Z,3,10416
2021-02-07T00:00:00.000Z,4,10376
2021-02-07T00:00:00.000Z,5,10380
2021-02-07T00:00:00.000Z,6,10450
2021-02-07T00:00:00.000Z,7,10576
2021-02-07T00:00:00.000Z,8,10804
2021-02-07T00:00:00.000Z,9,10935
2021-02-07T00:00:00.000Z,10,11079
2021-02-07T00:00:00.000Z,11,11120
2021-02-07T00:00:00.000Z,12,11062
2021-02-07T00:00:00.000Z,13,11013
2021-02-07T00:00:00.000Z,14,11037
2021-02-07T00:00:00.000Z,15,11008
2021-02-07T00:00:00.000Z,16,11046
2021-02-07T00:00:00.000Z,17,11098
2021-02-07T00:00:00.000Z,18,11327
2021-02-07T00:00:00.000Z,19,11373
2021-02-07T00:00:00.000Z,20,11271
2021-02-07T00:00:00.000Z,21,11127
2021-02-07T00:00:00.000Z,22,11093
2021-02-07T00:00:00.000Z,23,10958
2021-02-07T00:00:00.000Z,24,10737
2021-02-08T00:00:00.000Z,1,10626
2021-02-08T00:00:00.000Z,2,10571
2021-02-08T00:00:00.000Z,3,10526
2021-02-08T00:00:00.000Z,4,10532
2021-02-08T00:00:00.000Z,5,10580
2021-02-08T00:00:00.000Z,6,10481
2021-02-08T00:00:00.000Z,7,10728
2021-02-08T00:00:00.000Z,8,11105
2021-02-08T00:00:00.000Z,9,11220
2021-02-08T00:00:00.000Z,10,11316
2021-02-08T00:00:00.000Z,11,11432
2021-02-08T00:00:00.000Z,12,11413
2021-02-08T00:00:00.000Z,13,11368
2021-02-08T00:00:00.000Z,14,11324
2021-02-08T00:00:00.000Z,15,11306
2021-02-08T00:00:00.000Z,16,11318
2021-02-08T00:00:00.000Z,17,11428
2021-02-08T00:00:00.000Z,18,11592
2021-02-08T00:00:00.000Z,19,11696
